State Vector Calculation


Calculation Inputs

Calculation type     = State Vector
Target type          = Object
Target               = sun
Observer type        = Object
Observer             = earth
Reference frame      = ITRF93
Light propagation    = No correction
Time system          = UTC
Time format          = Calendar date and time
Time range           = Jan 1 2016 00:00:00 to Dec 31 2017 00:00:00
Step                 = 1 hours
State representation = Rectangular


State Vector Results

UTC calendar date               Distance (km)       Speed (km/s)    X (km)               Y (km)               Z (km)              dX/dt (km/s)     dY/dt (km/s)     dZ/dt (km/s)  Time at Target                  Light Time (s)
2016-01-05 21:00:00.000000 UTC  147103197.41611690   9873.42926544   -93765007.70343691   -98249134.27430288  -56520630.16960689   -7143.57366093    6815.71354525    3.11120259  2016-01-05 21:00:00.000000 UTC    490.68344947
2016-01-05 22:00:00.000000 UTC  147103282.08363512   9873.77617308  -115997119.26971434   -70645101.39527148  -56509411.33790898   -5136.99459741    8432.24363260    3.12135915  2016-01-05 22:00:00.000000 UTC    490.68373189
2016-01-05 23:00:00.000000 UTC  147103367.86314464   9874.12402175  -130330389.98749822   -38227588.22283296  -56498157.32439245   -2780.40131086    9474.58093775    3.13073361  2016-01-05 23:00:00.000000 UTC    490.68401802
2016-01-06 00:00:00.000000 UTC  147103454.75233802   9874.47281030  -135788044.94061300    -3204161.08430961  -56486871.06775361    -234.27242489    9871.69285671    3.13926679  2016-01-06 00:00:00.000000 UTC    490.68430785
2016-01-06 01:00:00.000000 UTC  147103542.74891356   9874.82253787  -131997742.72929998    32039972.24207394  -56475555.61814421    2327.99303633    9596.48678809    3.14695634  2016-01-06 01:00:00.000000 UTC    490.68460137
2016-01-06 02:00:00.000000 UTC  147103631.85057580   9875.17320348  -119216978.27283087    65104401.85058320  -56464213.93062060    4731.88457066    8667.65852245    3.15385725  2016-01-06 02:00:00.000000 UTC    490.68489859
2016-01-06 03:00:00.000000 UTC  147103722.05503556   9875.52480593   -98315590.56604943    93737002.14894381  -56452848.66349080    6813.66567835    7148.42221963    3.16007841  2016-01-06 03:00:00.000000 UTC    490.68519948
2016-01-06 04:00:00.000000 UTC  147103813.36001010   9875.87734424   -70716563.62983140   115987330.77819024  -56441461.99732406    8431.52641426    5142.20824374    3.16577470  2016-01-06 04:00:00.000000 UTC    490.68550404
2016-01-06 05:00:00.000000 UTC  147103905.76322340   9876.23081730   -38299149.53331264   130339491.61108610  -56430055.48804548    9475.24338271    2785.62164316    3.17113644  2016-01-06 05:00:00.000000 UTC    490.68581226
2016-01-06 06:00:00.000000 UTC  147103999.26240632   9876.58522538    -3270908.82368603   135815411.30450845  -56418629.96075295    9873.68914696     239.14065730    3.17637688  2016-01-06 06:00:00.000000 UTC    490.68612414
2016-01-06 07:00:00.000000 UTC  147104093.85529664   9876.94056426    31982618.85227812   132041493.28717336  -56407185.45390452    9599.67943728   -2323.81141406    3.18171740  2016-01-06 07:00:00.000000 UTC    490.68643967
2016-01-06 08:00:00.000000 UTC  147104189.53963950   9877.29683625    65060376.96010144   119274106.82277751  -56395721.21670535    8671.82785150   -4728.67680710    3.18737270  2016-01-06 08:00:00.000000 UTC    490.68675884
2016-01-06 09:00:00.000000 UTC  147104286.31318745   9877.65403935    93709323.02196923    98382172.10577448  -56384235.75988438    7153.28146881   -6811.65202799    3.19353575  2016-01-06 09:00:00.000000 UTC    490.68708164
2016-01-06 10:00:00.000000 UTC  147104384.17370057   9878.01217279   115977890.61680338    70788024.31622717  -56372726.95733028    5147.42329735   -8430.84501348    3.20036552  2016-01-06 10:00:00.000000 UTC    490.68740807
2016-01-06 11:00:00.000000 UTC  147104483.11894688   9878.37123503   130348929.67873515    38370581.18139773  -56361192.19021595    2790.83400349   -9475.94077287    3.20797513  2016-01-06 11:00:00.000000 UTC    490.68773811
2016-01-06 12:00:00.000000 UTC  147104583.14670250   9878.73122578   135843069.26320050     3337406.31568690  -56349628.52586020     243.99209025   -9875.71709526    3.21642493  2016-01-06 12:00:00.000000 UTC    490.68807177
2016-01-06 13:00:00.000000 UTC  147104684.25475168   9879.09214427   132085460.72852881   -31925620.44719601  -56338032.91635267   -2319.65425803   -9602.89827672    3.22571810  2016-01-06 13:00:00.000000 UTC    490.68840903
2016-01-06 14:00:00.000000 UTC  147104786.44088710   9879.45398937   119331352.84298944   -65016788.71180394  -56326402.40673634   -4725.49948713   -8676.01609350    3.23580015  2016-01-06 14:00:00.000000 UTC    490.68874988
2016-01-06 15:00:00.000000 UTC  147104889.70291018   9879.81675992    98448753.86429347   -93682133.48175149  -56314734.33640999   -6809.67269653   -7158.15104867    3.24656302  2016-01-06 15:00:00.000000 UTC    490.68909433
2016-01-06 16:00:00.000000 UTC  147104994.03863138   9880.18045493    70859358.22720143  -115968960.62065193  -56303026.51990032   -8430.19943760   -5152.63938683    3.25785225  2016-01-06 16:00:00.000000 UTC    490.68944236
2016-01-06 17:00:00.000000 UTC  147105099.44587000   9880.54507349    38441758.08074603  -130358864.70713180  -56291277.39631077   -9476.67302219   -2796.03803446    3.26947727  2016-01-06 17:00:00.000000 UTC    490.68979396
2016-01-06 18:00:00.000000 UTC  147105205.92245486   9880.91061461     3403528.93684420  -135871178.10801554  -56279486.13663631   -9877.77653262    -248.82640366    3.28122443  2016-01-06 18:00:00.000000 UTC    490.69014912
2016-01-06 19:00:00.000000 UTC  147105313.46622434   9881.27707710   -31869100.89150396  -132129803.29184261  -56267652.70048367   -9606.14305988    2315.52182987    3.29287175  2016-01-06 19:00:00.000000 UTC    490.69050785
2016-01-06 20:00:00.000000 UTC  147105422.07502650   9881.64445968   -64973759.97634691  -119388873.76180479  -56255777.83921935   -8680.22294513    4722.35279628    3.30420378  2016-01-06 20:00:00.000000 UTC    490.69087013
2016-01-06 21:00:00.000000 UTC  147105531.74671963   9882.01276122   -93655555.23773378   -98515492.75732980  -56243863.04635758   -7163.03062093    6807.72778152    3.31502604  2016-01-06 21:00:00.000000 UTC    490.69123596
2016-01-06 22:00:00.000000 UTC  147105642.47917202   9882.38198082  -115960661.25549561   -70930722.09359619  -56231910.45731251   -5157.85616317    8429.58969096    3.32517853  2016-01-06 22:00:00.000000 UTC    490.69160532
2016-01-06 23:00:00.000000 UTC  147105754.27026272   9882.75211739  -130369415.92129911   -38512837.11874161  -56219922.70385578   -2801.23340039    9477.44004102    3.33454706  2016-01-06 23:00:00.000000 UTC    490.69197822
2016-01-07 00:00:00.000000 UTC  147105867.11788136   9883.12316954  -135899855.91588762    -3469434.05957440  -56207902.73485590    -253.64329946    9879.86728073    3.34307051  2016-01-07 00:00:00.000000 UTC    490.69235464
2016-01-07 01:00:00.000000 UTC  147105981.01992860   9883.49513588  -132174638.08130915    31812902.03735844  -56195853.61814496    2311.41436863    9609.41353517    3.35074424  2016-01-07 01:00:00.000000 UTC    490.69273457
2016-01-07 02:00:00.000000 UTC  147106095.97431645   9883.86801531  -119446785.95481272    64931131.59250439  -56183778.33491472    4719.23689790    8684.44809829    3.35762099  2016-01-07 02:00:00.000000 UTC    490.69311802
2016-01-07 03:00:00.000000 UTC  147106211.97896823   9884.24180699   -98582504.72748592    93629427.94910653  -56171679.57591634    6805.81735861    7167.91984226    3.36380856  2016-01-07 03:00:00.000000 UTC    490.69350497
2016-01-07 04:00:00.000000 UTC  147106329.03181902   9884.61651010   -71002231.75648570   115952830.91541721  -56159559.55593634    8429.01575452    5163.07327166    3.36946174  2016-01-07 04:00:00.000000 UTC    490.69389541
2016-01-07 05:00:00.000000 UTC  147106447.13081607   9884.99212338   -38583934.37437065   130380420.45535623  -56147419.86530082    9478.24171579    2806.41975963    3.37477082  2016-01-07 05:00:00.000000 UTC    490.69428935
2016-01-07 06:00:00.000000 UTC  147106566.27391875   9885.36864498    -3535238.33369117   135928938.65051710  -56135261.36191764    9881.98913738     258.44247286    3.37995014  2016-01-07 06:00:00.000000 UTC    490.69468677
2016-01-07 07:00:00.000000 UTC  147106686.45909894   9885.74607546    31756906.36704834   132219800.06290491  -56123084.11247207    9612.70942528   -2307.33212042    3.38522246  2016-01-07 07:00:00.000000 UTC    490.69508766
2016-01-07 08:00:00.000000 UTC  147106807.68434122   9886.12441362    64888784.93492304   119504923.63614284  -56110887.38798144    8688.69121914   -4716.15196133    3.39080433  2016-01-07 08:00:00.000000 UTC    490.69549203
2016-01-07 09:00:00.000000 UTC  147106929.94764355   9886.50365759    93603631.71847793    98649623.53758168  -56098669.71351340    7172.81834374   -6803.94150772    3.39689145  2016-01-07 09:00:00.000000 UTC    490.69589985
2016-01-07 10:00:00.000000 UTC  147107053.24701673   9886.88380717   115945348.34874755    71073720.86009891  -56086428.96823562    5168.29033238   -8428.47761295    3.40364483  2016-01-07 10:00:00.000000 UTC    490.69631114
2016-01-07 11:00:00.000000 UTC  147107177.58048546   9887.26486101   130391755.70916899    38654883.71922763  -56074162.52990211    2811.59674740   -9479.07793647    3.41118044  2016-01-07 11:00:00.000000 UTC    490.69672587
2016-01-07 12:00:00.000000 UTC  147107302.94608825   9887.64681869   135958302.46302858     3600776.18414919  -56061867.45297995     263.22359867   -9884.14190787    3.41956085  2016-01-07 12:00:00.000000 UTC    490.69714404
2016-01-07 13:00:00.000000 UTC  147107429.34187767   9888.02967918   132265164.31937231   -31701278.61554423  -56049540.66970230   -2303.27535060   -9616.03046163    3.42879106  2016-01-07 13:00:00.000000 UTC    490.69756565
2016-01-07 14:00:00.000000 UTC  147107556.76592070   9888.41344080   119563161.06707580   -64846883.66254787  -56037179.19866282   -4713.09817471   -8692.95198113    3.43881833  2016-01-07 14:00:00.000000 UTC    490.69799069
2016-01-07 15:00:00.000000 UTC  147107685.21629906   9888.79810273    98716722.92828060   -93578328.96002965  -56024780.34805033   -6802.10032813   -7177.72576401    3.44953541  2016-01-07 15:00:00.000000 UTC    490.69841916
2016-01-07 16:00:00.000000 UTC  147107814.69110940   9889.18366462    71145062.95821667  -115938374.64265688  -56012341.89965727   -8427.97527084   -5173.50697396    3.46078796  2016-01-07 16:00:00.000000 UTC    490.69885104
2016-01-07 17:00:00.000000 UTC  147107945.18846357   9889.57012529    38725558.86037982  -130403581.45140772  -55999862.26027110   -9479.94861463   -2816.76400670    3.47238509  2016-01-07 17:00:00.000000 UTC    490.69928633
2016-01-07 18:00:00.000000 UTC  147108076.70648912   9889.95748292     3665921.79896078  -135988105.89708742  -55987340.57060328   -9886.32541379    -267.98635719    3.48411224  2016-01-07 18:00:00.000000 UTC    490.69972503
2016-01-07 19:00:00.000000 UTC  147108209.24332917   9890.34573632   -31646143.81232904  -132310888.34525300  -55974776.76488315   -9619.37638969    2299.24431874    3.49574564  2016-01-07 19:00:00.000000 UTC    490.70016712
2016-01-07 20:00:00.000000 UTC  147108342.79714328   9890.73488490   -64805551.78310265  -119621654.94198744  -55962171.57642750   -8697.23007450    4710.07572074    3.50706770  2016-01-07 20:00:00.000000 UTC    490.70061261
2016-01-07 21:00:00.000000 UTC  147108477.36610714   9891.12492764   -93553642.49670190   -98783959.09411933  -55949526.48830114   -7182.64175924    6800.29391402    3.51788185  2016-01-07 21:00:00.000000 UTC    490.70106149
2016-01-07 22:00:00.000000 UTC  147108612.94841322   9891.51586287  -115932031.35526143   -71216414.07570559  -55936843.63321167   -5178.72284140    8427.50872740    3.52802575  2016-01-07 22:00:00.000000 UTC    490.70151374
2016-01-07 23:00:00.000000 UTC  147108749.54227100   9891.90768924  -130416017.97918178   -38796115.99922992  -55924125.65001488   -2821.92119603    9480.85365264    3.53738218  2016-01-07 23:00:00.000000 UTC    490.70196937
2016-01-08 00:00:00.000000 UTC  147108887.14590728   9892.30040611  -136018468.08359256    -3730831.89213303  -55911375.50528190    -272.73044590    9888.53947028    3.54588743  2016-01-08 00:00:00.000000 UTC    490.70242836
2016-01-08 01:00:00.000000 UTC  147109025.75756645   9892.69401256  -132357090.28382677    31591344.44190966  -55898596.29089002    2295.23926799    9622.74695194    3.55353599  2016-01-08 01:00:00.000000 UTC    490.70289072
2016-01-08 02:00:00.000000 UTC  147109165.37551063   9893.08850683  -119680522.66291197    64764630.74411633  -55885791.01336773    4707.08476568    8701.52518449    3.56038035  2016-01-08 02:00:00.000000 UTC    490.70335644
2016-01-08 03:00:00.000000 UTC  147109305.99802030   9893.48388743   -98851448.99738188    93529412.57122473  -55872962.39165066    6798.52234110    7187.56597801    3.56652690  2016-01-08 03:00:00.000000 UTC    490.70382550
2016-01-08 04:00:00.000000 UTC  147109447.62339434   9893.88015388   -71287891.07540780   115926157.43713982  -55860112.67389696    8427.07796214    5183.93757287    3.57212954  2016-01-08 04:00:00.000000 UTC    490.70429792
2016-01-08 05:00:00.000000 UTC  147109590.24995047   9894.27730542   -38866672.24152587   130428902.96145621  -55847243.48299708    9481.79293681    2827.06796918    3.57737956  2016-01-08 05:00:00.000000 UTC    490.70477367
2016-01-08 06:00:00.000000 UTC  147109733.87602547   9894.67534013    -3795624.14203022   136049225.50768640  -55834355.70691362    9890.78387520     277.45555735    3.58249179  2016-01-08 06:00:00.000000 UTC    490.70525275
2016-01-08 07:00:00.000000 UTC  147109878.49997540   9895.07425824    31536761.95482698   132403605.61671366  -55821449.43814930    9626.14186880   -2291.26044489    3.58769063  2016-01-08 07:00:00.000000 UTC    490.70573517
2016-01-08 08:00:00.000000 UTC  147110024.12017635   9895.47405778    64724000.87957989   119739598.96102834  -55808523.96750075    8705.83697362   -4704.12547727    3.59319456  2016-01-08 08:00:00.000000 UTC    490.70622090
2016-01-08 09:00:00.000000 UTC  147110170.73502395   9895.87473833    93505518.23532282    98919026.92398090  -55795577.83233678    7192.49804970   -6796.78568792    3.59920142  2016-01-08 09:00:00.000000 UTC    490.70670996
2016-01-08 10:00:00.000000 UTC  147110318.34293464   9896.27629865   115920630.58117259    71359328.12999272  -55782608.91585220    5189.15078761   -8426.68295834    3.60587462  2016-01-08 10:00:00.000000 UTC    490.70720232
2016-01-08 11:00:00.000000 UTC  147110466.94234510   9896.67873791   130442112.73727767    38937061.99709833  -55769614.59131915    2832.20395950   -9482.76635360    3.61333247  2016-01-08 11:00:00.000000 UTC    490.70769800
2016-01-08 12:00:00.000000 UTC  147110616.53171307   9897.08205537   136080253.25213070     3860133.52461320  -55756591.90041002     282.16136365   -9893.05842798    3.62163975  2016-01-08 12:00:00.000000 UTC    490.70819697
2016-01-08 13:00:00.000000 UTC  147110767.10951757   9897.48624991   132450308.34866020   -31482560.51276578  -55743537.75511200   -2287.30811733   -9629.56086542    3.63080339  2016-01-08 13:00:00.000000 UTC    490.70869925
2016-01-08 14:00:00.000000 UTC  147110918.67425916   9897.89132037   119798757.01045337   -64683825.25584232  -55730449.14771894   -4701.19804645   -8710.16511110    3.64077207  2016-01-08 14:00:00.000000 UTC    490.70920481
2016-01-08 15:00:00.000000 UTC  147111071.22446007   9898.29726594    98986565.51977456   -93482121.29321332  -55717323.35574361   -6795.08405518   -7197.43760757    3.65143952  2016-01-08 15:00:00.000000 UTC    490.70971367
2016-01-08 16:00:00.000000 UTC  147111224.75866490   9898.70408564    71430597.69667300  -115915611.24344221  -55704158.12800382   -8426.32372069   -5194.36210850    3.66265169  2016-01-08 16:00:00.000000 UTC    490.71022580
2016-01-08 17:00:00.000000 UTC  147111379.27544075   9899.11177810    39007157.87499090  -130455806.42569128  -55690951.83834335   -9483.77381365   -2837.32880488    3.67421739  2016-01-08 17:00:00.000000 UTC    490.71074121
2016-01-08 18:00:00.000000 UTC  147111534.77337724   9899.52034212     3924233.13639259  -136111709.19454240  -55677703.59677334   -9895.36294968    -286.84754150    3.68592112  2016-01-08 18:00:00.000000 UTC    490.71125990
2016-01-08 19:00:00.000000 UTC  147111691.25108737   9899.92977687   -31428866.23720027  -132497355.29635903  -55664413.31110777   -9633.00368807    2283.38254806    3.69753767  2016-01-08 19:00:00.000000 UTC    490.71178185
2016-01-08 20:00:00.000000 UTC  147111848.70720730   9900.34008128   -64644228.97199275  -119858152.81783090  -55651081.69448558   -8714.50928633    4698.30265818    3.70884745  2016-01-08 20:00:00.000000 UTC    490.71230707
2016-01-08 21:00:00.000000 UTC  147112007.14039695   9900.75125376   -93459345.65588894   -99054220.28461505  -55637710.21758745   -7202.38430670    6793.41753845    3.71965159  2016-01-08 21:00:00.000000 UTC    490.71283555
2016-01-08 22:00:00.000000 UTC  147112166.54934034   9901.16329292  -115911222.06711142   -71501855.10165413  -55624301.00928630   -5199.57117959    8426.00024864    3.72978534  2016-01-08 22:00:00.000000 UTC    490.71336728
2016-01-08 23:00:00.000000 UTC  147112326.93274575   9901.57619795  -130470105.40692797   -39077115.37812110  -55610856.71338987   -2842.44216410    9484.81522047    3.73912899  2016-01-08 23:00:00.000000 UTC    490.71390226
2016-01-09 00:00:00.000000 UTC  147112488.28934592   9901.98996782  -136143713.55035853    -3988078.98699166  -55597380.31053604    -291.51378862    9897.69725690    3.74761627  2016-01-09 00:00:00.000000 UTC    490.71444049
2016-01-09 01:00:00.000000 UTC  147112650.61789873   9902.40460091  -132544865.68865527    31375522.31857131  -55583874.91563640    2279.48397958    9636.47007805    3.75523936  2016-01-09 01:00:00.000000 UTC    490.71498196
2016-01-09 02:00:00.000000 UTC  147112813.91718718   9902.82009613  -119917904.87544374    64605054.17520093  -55570343.56503768    4695.43947676    8718.86918260    3.76204938  2016-01-09 02:00:00.000000 UTC    490.71552666
2016-01-09 03:00:00.000000 UTC  147112978.18601978   9903.23645290   -99122109.27839206    93437032.26125507  -55556789.01063321    6791.78621174    7207.33779540    3.76815223  2016-01-09 03:00:00.000000 UTC    490.71607461
2016-01-09 04:00:00.000000 UTC  147113143.42323086   9903.65366925   -71573218.30974163   115907302.69859816  -55543213.53491981    8425.71252086    5204.77763937    3.77370144  2016-01-09 04:00:00.000000 UTC    490.71662578
2016-01-09 05:00:00.000000 UTC  147113309.62768087   9904.07174496   -39147052.71995211   130484848.04508379  -55529618.79576150    9485.89045794    2847.54369048    3.77888856  2016-01-09 05:00:00.000000 UTC    490.71718018
2016-01-09 06:00:00.000000 UTC  147113476.79825670   9904.49067854    -4051789.87053311   136176103.49896255  -55516005.71327245    9900.06114413     296.15979748    3.78392940  2016-01-09 06:00:00.000000 UTC    490.71773780
